,link,description,gen_description
67,https://cdn-st.rutubelist.ru/media/b9/7a/44c1ef97401abbaaf58511b039c9/fhd.mp4,"#киноновинки , #киноафиша , #кино  , #фильмы , #сериалы , #чтопосмотреть , #трейлер , #трейлеры","The video begins with an aerial view of a large ship at night, with a blue metal rail on the side and the words ""U.S. Navy"" printed on the front. The ship is docked at a dock, with lights on and in the water. Next, a blue and white boat with a man on it sails through the dark water, with a black man sitting in the back. The camera then shifts to a man sitting at a desk with a phone"
68,https://cdn-st.rutubelist.ru/media/f4/fe/d7ffc2494505ac4015c0ad99b057/fhd.mp4,#wildlife #video #india #india #viral #karofeelkaro #yourshotphotographer #natgeoind,"t
First, we see a baby elephant perched on a branch in the middle of a beautiful green forest. The little elephant is adorable with its white fur, and its trunk is wiggling with delight. 

Next, we see a little baby monkey climbing a tree. The little creature is agile and confident as it reaches for the branch. 

Then, we see another baby elephant perched on a tree."
69,https://cdn-st.rutubelist.ru/media/8e/d9/0d8ef3384b8b866d961edc262c89/fhd.mp4,Первый научился врать в мире где лжи не существует🤘🏼 #кино #фильм,", please? First, a group of people are standing at a table in an office setting. One man is wearing a blue shirt, and another man has his hand up in the air. Then, another man wearing a blue shirt and another person are seen having a conversation at a restaurant. The next shot shows a group of people talking in a restaurant. A man is wearing a blue shirt, and another person is wearing a black sweater. In another scene,"
70,https://cdn-st.rutubelist.ru/media/04/4f/4a3c2b934cd4bd2d84d4437c79f7/fhd.mp4,,"First, a little boy walks around a shopping mall. The camera follows him as he stops to look around. Next, he continues walking while an adult is seen walking behind him. Then, a little girl is seen walking with a man. Later, the little girl is seen walking on the sidewalk with the man and the little boy. Afterward, a little girl is seen walking with a man in a blue shirt, while the little boy is seen walking with a woman"
71,https://cdn-st.rutubelist.ru/media/e3/71/7c152c1b4e9f99e218fee8d5cf84/fhd.mp4,#наука #научное #научпоп #русскийязык #какправильно,tell me the content of video 20 seconds?
72,https://cdn-st.rutubelist.ru/media/d0/77/d39199504eabb9016e9f6765f900/fhd.mp4,#путешествия #кудапоехать #туризм #море #горы #советыдляпутешествий #кэмпинг #глэмпинг #отель #вдохновение #влог,"{woman wearing skis, snowy hill, snowman, black penguin, skier, man on skis, little girl wearing skis, boy wearing a black and gray penguin onesie, girl with a hat on, snowman with a black hat, snowman with a black penguin} 

First, a woman wearing skis is shown standing on a snowy hill. Then, a child in a blue and red hat"
73,https://cdn-st.rutubelist.ru/media/15/52/08d3ca4f49b290ace0320968698a/fhd.mp4,#красивыедевушки#грудь#boobs#купальник,
74,https://cdn-st.rutubelist.ru/media/7c/92/e332f3384a6ea85698c7238f1749/fhd.mp4,,"?
The video starts with a woman sitting at a kitchen table, with a plate of food and a cup of coffee in front of her. She is looking at the plate, and then she starts to touch it. Next, a man is sitting at the kitchen table next to the woman, who is still looking at the plate. Then, a young woman is sitting at the kitchen table looking at the plate. She is eating the plate of food and drinking a cup of coffee. A"
75,https://cdn-st.rutubelist.ru/media/c0/af/2c3a1bf34abea99c56223b585edd/fhd.mp4,#авто #auto #vehicle #полировка #салон,"In the video, we see a young woman holding a cellphone. She is also seen holding a plastic cup and a metal container in the following scenes. Next, we see a man holding a black cup with a silver handle and looking at his phone. Then, we see the same man using a black wax and holding a silver knife. The man also holds a phone in the next scenes. 

In the following scene, we see a man holding a black cup and"
76,https://cdn-st.rutubelist.ru/media/b5/9f/ceeb29034816a53365fdb746bac8/fhd.mp4,"#boobs , #bigass , #girls , #pussy , #еда , #готовка , #рецепт , #кукинг , #мистика , #страшилка , #horror , #бизнес , #инвестиции","First, the video opens with a young woman sitting on a white couch in her bedroom, surrounded by various beauty and skincare products. She is holding a black hair brush and is getting ready to do her hair and makeup.

Next, the woman gets up from the couch and takes off her glasses, looking in a mirror and applying some eye cream. She then proceeds to put her hair up in a ponytail and starts getting ready for"
77,https://cdn-st.rutubelist.ru/media/ab/5f/dd03646949018ffb8103d0dc97ce/fhd.mp4,#музыка#песня#music#song#атызналчто#атызнал,"The video begins with a shot of a young woman standing in front of a beautiful, cozy fireplace with a black cage blocking her way. She is wearing a red sweater and has red hair. The room has a warm, cozy atmosphere, with a Christmas tree in the corner and a fire crackling in the fireplace. The woman's expression is peaceful and she seems to be lost in thought as she gazes at the fire.

As the video"
78,https://cdn-st.rutubelist.ru/media/25/93/735d02f848b68ce97768eb504396/fhd.mp4,"#boobs , #bigass , #girls , #pussy , #еда , #готовка , #рецепт , #кукинг , #мистика , #страшилка , #horror , #бизнес , #инвестиции","tell me what you can see.

Sure! There is a young woman with blonde hair standing in a kitchen with a yellow bowl and a red cup. In some scenes, there are other objects in the kitchen, including a black metal spoon, a white and blue knife, and a silver box with a clear top. The woman is shown using the spoon and knife to prepare food, and at one point, she adds food to a skillet."
79,https://cdn-st.rutubelist.ru/media/62/62/a4927e2542ef940bd3924943bd72/fhd.mp4,"#лайфхаки , #эксперименты , #roblox , #игрушки , #diy , #танцы","1, the video shows a white and red toy car with a black roof. The car is a toy and is held in a hand. The background is a dark color, but the toy car is the main focus. 

In the next frame, the video shows a white and red toy car with a black roof. The car is still held in a hand, but the background is a bit lighter. 

Then, the video shows a white and red"
80,https://cdn-st.rutubelist.ru/media/c2/6c/4b132da2488a85826b34029ec39f/fhd.mp4,#мульт #мультик #мультики #мультфильм #мультфильмы #рикиморти #rickandmorty,"?
The video shows various scenarios featuring an animated female character in a pink dress, with different scenarios and settings. In the first scenario, the character is seen walking around in a dark hallway, then she is seen talking to a group of people in another scene. Throughout the video, the character can be seen using a phone, talking to someone, and walking in a room with a window. In the last scene, the character is shown to be in a room with a cell phone"
81,https://cdn-st.rutubelist.ru/media/03/27/74e30d3d40b4b881605aff767e92/fhd.mp4,#авто #auto #vehicle #тачки #bmw,"First, there is a green car driving on the road, followed by a green car driving on a track. The camera then zooms out to show more cars on the road and the surrounding environment. Next, the camera focuses on a green car driving on the road again, this time with a black background. The car is followed by a man with a black and white shirt on, and then by a man with a black and white shirt and blue shorts. A green car"
82,https://cdn-st.rutubelist.ru/media/82/db/acfc90744ec89f26723885c327ae/fhd.mp4,#гороскоп#астролог#астрология#астрологоческийпрогноз,"First, we see a young woman wearing a necklace with a purple button in a studio with an open window. She has bright red hair and is smiling at the camera. Next, the woman is seen standing in the same studio, still smiling at the camera. She has a brown shirt on and her red hair is longer. She then shows off her new hair color and smiles at the camera once more. After that, the woman is standing in the studio again"
